(slices[9999]) currentSum=504999983 | maxSum=0
(slices[4661]) currentSum=165035786 | maxSum=505000000
(slices[4660]) currentSum=164965063 | maxSum=505000000
(slices[4659]) currentSum=164894367 | maxSum=505000000
(slices[4658]) currentSum=164823696 | maxSum=505000000
(slices[4657]) currentSum=164753033 | maxSum=505000000
(slices[4656]) currentSum=164682378 | maxSum=505000000
(slices[4655]) currentSum=164611735 | maxSum=505000000
(slices[4654]) currentSum=164541127 | maxSum=505000000
(slices[4653]) currentSum=164470525 | maxSum=505000000
(slices[4652]) currentSum=164399929 | maxSum=505000000
(slices[4651]) currentSum=164329339 | maxSum=505000000
(slices[4650]) currentSum=164258758 | maxSum=505000000
(slices[4649]) currentSum=164188182 | maxSum=505000000
(slices[4648]) currentSum=164117620 | maxSum=505000000
(slices[4647]) currentSum=164047061 | maxSum=505000000
(slices[4646]) currentSum=163976518 | maxSum=505000000
(slices[4645]) currentSum=163905982 | maxSum=505000000
(slices[4644]) currentSum=163835534 | maxSum=505000000
(slices[4643]) currentSum=163765096 | maxSum=505000000
(slices[4642]) currentSum=163694670 | maxSum=505000000
(slices[4641]) currentSum=163624255 | maxSum=505000000
(slices[4640]) currentSum=163553868 | maxSum=505000000
(slices[4639]) currentSum=163483503 | maxSum=505000000
(slices[4638]) currentSum=163413181 | maxSum=505000000
(slices[4637]) currentSum=163342864 | maxSum=505000000
(slices[4636]) currentSum=163272547 | maxSum=505000000
(slices[4635]) currentSum=163202234 | maxSum=505000000
(slices[4634]) currentSum=163131924 | maxSum=505000000
(slices[4633]) currentSum=163061634 | maxSum=505000000
(slices[4632]) currentSum=162991347 | maxSum=505000000
(slices[4631]) currentSum=162921064 | maxSum=505000000
(slices[4630]) currentSum=162850786 | maxSum=505000000
(slices[4629]) currentSum=162780548 | maxSum=505000000
(slices[4628]) currentSum=162710332 | maxSum=505000000
(slices[4627]) currentSum=162640124 | maxSum=505000000
(slices[4626]) currentSum=162569933 | maxSum=505000000
(slices[4625]) currentSum=162499746 | maxSum=505000000
(slices[4624]) currentSum=162429559 | maxSum=505000000
(slices[4623]) currentSum=162359383 | maxSum=505000000
(slices[4622]) currentSum=162289226 | maxSum=505000000
(slices[4621]) currentSum=162219079 | maxSum=505000000
(slices[4620]) currentSum=162148937 | maxSum=505000000
(slices[4619]) currentSum=162078817 | maxSum=505000000
(slices[4618]) currentSum=162008724 | maxSum=505000000
(slices[4617]) currentSum=161938655 | maxSum=505000000
(slices[4616]) currentSum=161868592 | maxSum=505000000
(slices[4615]) currentSum=161798547 | maxSum=505000000
(slices[4614]) currentSum=161728549 | maxSum=505000000
(slices[4613]) currentSum=161658565 | maxSum=505000000
(slices[4612]) currentSum=161588613 | maxSum=505000000
(slices[4611]) currentSum=161518678 | maxSum=505000000
(slices[4610]) currentSum=161448790 | maxSum=505000000
(slices[4609]) currentSum=161378908 | maxSum=505000000
(slices[4608]) currentSum=161309030 | maxSum=505000000
(slices[4607]) currentSum=161239196 | maxSum=505000000
(slices[4606]) currentSum=161169364 | maxSum=505000000
(slices[4605]) currentSum=161099534 | maxSum=505000000
(slices[4604]) currentSum=161029726 | maxSum=505000000
(slices[4603]) currentSum=160959935 | maxSum=505000000
(slices[4602]) currentSum=160890160 | maxSum=505000000
(slices[4601]) currentSum=160820395 | maxSum=505000000
(slices[4600]) currentSum=160750657 | maxSum=505000000
(slices[4599]) currentSum=160680933 | maxSum=505000000
(slices[4598]) currentSum=160611211 | maxSum=505000000
(slices[4597]) currentSum=160541490 | maxSum=505000000
(slices[4596]) currentSum=160471781 | maxSum=505000000
(slices[4595]) currentSum=160402093 | maxSum=505000000
(slices[4594]) currentSum=160332409 | maxSum=505000000
(slices[4593]) currentSum=160262734 | maxSum=505000000
(slices[4592]) currentSum=160193063 | maxSum=505000000
(slices[4591]) currentSum=160123393 | maxSum=505000000
(slices[4590]) currentSum=160053727 | maxSum=505000000
(slices[4589]) currentSum=159984090 | maxSum=505000000
(slices[4588]) currentSum=159914487 | maxSum=505000000
(slices[4587]) currentSum=159844906 | maxSum=505000000
(slices[4586]) currentSum=159775328 | maxSum=505000000
(slices[4585]) currentSum=159705752 | maxSum=505000000
(slices[4584]) currentSum=159636200 | maxSum=505000000
(slices[4583]) currentSum=159566657 | maxSum=505000000
(slices[4582]) currentSum=159497114 | maxSum=505000000
(slices[4581]) currentSum=159427584 | maxSum=505000000
(slices[4580]) currentSum=159358055 | maxSum=505000000
(slices[4579]) currentSum=159288528 | maxSum=505000000
(slices[4578]) currentSum=159219018 | maxSum=505000000
(slices[4577]) currentSum=159149517 | maxSum=505000000
(slices[4576]) currentSum=159080017 | maxSum=505000000
(slices[4575]) currentSum=159010548 | maxSum=505000000
(slices[4574]) currentSum=158941106 | maxSum=505000000
(slices[4573]) currentSum=158871667 | maxSum=505000000
(slices[4572]) currentSum=158802250 | maxSum=505000000
(slices[4571]) currentSum=158732848 | maxSum=505000000
(slices[4570]) currentSum=158663505 | maxSum=505000000
(slices[4569]) currentSum=158594179 | maxSum=505000000
(slices[4568]) currentSum=158524896 | maxSum=505000000
(slices[4567]) currentSum=158455647 | maxSum=505000000
(slices[4566]) currentSum=158386400 | maxSum=505000000
(slices[4565]) currentSum=158317154 | maxSum=505000000
(slices[4564]) currentSum=158247918 | maxSum=505000000
(slices[4563]) currentSum=158178682 | maxSum=505000000
(slices[4562]) currentSum=158109455 | maxSum=505000000
(slices[4561]) currentSum=158040233 | maxSum=505000000
(slices[4560]) currentSum=157971027 | maxSum=505000000
(slices[4559]) currentSum=157901826 | maxSum=505000000
(slices[4558]) currentSum=157832658 | maxSum=505000000
(slices[4557]) currentSum=157763515 | maxSum=505000000
(slices[4556]) currentSum=157694376 | maxSum=505000000
(slices[4555]) currentSum=157625245 | maxSum=505000000
(slices[4554]) currentSum=157556140 | maxSum=505000000
(slices[4553]) currentSum=157487044 | maxSum=505000000
(slices[4552]) currentSum=157417967 | maxSum=505000000
(slices[4551]) currentSum=157348907 | maxSum=505000000
(slices[4550]) currentSum=157279861 | maxSum=505000000
(slices[4549]) currentSum=157210833 | maxSum=505000000
(slices[4548]) currentSum=157141832 | maxSum=505000000
(slices[4547]) currentSum=157072857 | maxSum=505000000
(slices[4546]) currentSum=157003926 | maxSum=505000000
(slices[4545]) currentSum=156935001 | maxSum=505000000
(slices[4544]) currentSum=156866119 | maxSum=505000000
(slices[4543]) currentSum=156797248 | maxSum=505000000
(slices[4542]) currentSum=156728418 | maxSum=505000000
(slices[4541]) currentSum=156659591 | maxSum=505000000
(slices[4540]) currentSum=156590766 | maxSum=505000000
(slices[4539]) currentSum=156521942 | maxSum=505000000
(slices[4538]) currentSum=156453148 | maxSum=505000000
(slices[4537]) currentSum=156384367 | maxSum=505000000
(slices[4536]) currentSum=156315600 | maxSum=505000000
(slices[4535]) currentSum=156246835 | maxSum=505000000
(slices[4534]) currentSum=156178120 | maxSum=505000000
(slices[4533]) currentSum=156109413 | maxSum=505000000
(slices[4532]) currentSum=156040714 | maxSum=505000000
(slices[4531]) currentSum=155972028 | maxSum=505000000
(slices[4530]) currentSum=155903352 | maxSum=505000000
(slices[4529]) currentSum=155834693 | maxSum=505000000
(slices[4528]) currentSum=155766037 | maxSum=505000000
(slices[4527]) currentSum=155697383 | maxSum=505000000
(slices[4526]) currentSum=155628735 | maxSum=505000000
(slices[4525]) currentSum=155560117 | maxSum=505000000
(slices[4524]) currentSum=155491505 | maxSum=505000000
(slices[4523]) currentSum=155422935 | maxSum=505000000
(slices[4522]) currentSum=155354371 | maxSum=505000000
(slices[4521]) currentSum=155285810 | maxSum=505000000
(slices[4520]) currentSum=155217251 | maxSum=505000000
(slices[4519]) currentSum=155148715 | maxSum=505000000
(slices[4518]) currentSum=155080180 | maxSum=505000000
(slices[4517]) currentSum=155011660 | maxSum=505000000
(slices[4516]) currentSum=154943155 | maxSum=505000000
(slices[4515]) currentSum=154874681 | maxSum=505000000
(slices[4514]) currentSum=154806216 | maxSum=505000000
(slices[4513]) currentSum=154737752 | maxSum=505000000
(slices[4512]) currentSum=154669318 | maxSum=505000000
(slices[4511]) currentSum=154600884 | maxSum=505000000
(slices[4510]) currentSum=154532467 | maxSum=505000000
(slices[4509]) currentSum=154464065 | maxSum=505000000
(slices[4508]) currentSum=154395666 | maxSum=505000000
(slices[4507]) currentSum=154327267 | maxSum=505000000
(slices[4506]) currentSum=154258907 | maxSum=505000000
(slices[4505]) currentSum=154190600 | maxSum=505000000
(slices[4504]) currentSum=154122303 | maxSum=505000000
(slices[4503]) currentSum=154054009 | maxSum=505000000
(slices[4502]) currentSum=153985730 | maxSum=505000000
(slices[4501]) currentSum=153917461 | maxSum=505000000
(slices[4500]) currentSum=153849202 | maxSum=505000000
(slices[4499]) currentSum=153780965 | maxSum=505000000
(slices[4498]) currentSum=153712757 | maxSum=505000000
(slices[4497]) currentSum=153644569 | maxSum=505000000
(slices[4496]) currentSum=153576390 | maxSum=505000000
(slices[4495]) currentSum=153508229 | maxSum=505000000
(slices[4494]) currentSum=153440083 | maxSum=505000000
(slices[4493]) currentSum=153371963 | maxSum=505000000
(slices[4492]) currentSum=153303851 | maxSum=505000000
(slices[4491]) currentSum=153235756 | maxSum=505000000
(slices[4490]) currentSum=153167704 | maxSum=505000000
(slices[4489]) currentSum=153099655 | maxSum=505000000
(slices[4488]) currentSum=153031628 | maxSum=505000000
(slices[4487]) currentSum=152963613 | maxSum=505000000
(slices[4486]) currentSum=152895606 | maxSum=505000000
(slices[4485]) currentSum=152827600 | maxSum=505000000
(slices[4484]) currentSum=152759595 | maxSum=505000000
(slices[4483]) currentSum=152691591 | maxSum=505000000
(slices[4482]) currentSum=152623653 | maxSum=505000000
(slices[4481]) currentSum=152555727 | maxSum=505000000
(slices[4480]) currentSum=152487825 | maxSum=505000000
(slices[4479]) currentSum=152419929 | maxSum=505000000
(slices[4478]) currentSum=152352082 | maxSum=505000000
(slices[4477]) currentSum=152284266 | maxSum=505000000
(slices[4476]) currentSum=152216456 | maxSum=505000000
(slices[4475]) currentSum=152148652 | maxSum=505000000
(slices[4474]) currentSum=152080865 | maxSum=505000000
(slices[4473]) currentSum=152013079 | maxSum=505000000
(slices[4472]) currentSum=151945296 | maxSum=505000000
(slices[4471]) currentSum=151877537 | maxSum=505000000
(slices[4470]) currentSum=151809784 | maxSum=505000000
(slices[4469]) currentSum=151742034 | maxSum=505000000
(slices[4468]) currentSum=151674298 | maxSum=505000000
(slices[4467]) currentSum=151606636 | maxSum=505000000
(slices[4466]) currentSum=151538976 | maxSum=505000000
(slices[4465]) currentSum=151471319 | maxSum=505000000
(slices[4464]) currentSum=151403671 | maxSum=505000000
(slices[4463]) currentSum=151336030 | maxSum=505000000
(slices[4462]) currentSum=151268412 | maxSum=505000000
(slices[4461]) currentSum=151200848 | maxSum=505000000
(slices[4460]) currentSum=151133288 | maxSum=505000000
(slices[4459]) currentSum=151065779 | maxSum=505000000
(slices[4458]) currentSum=150998297 | maxSum=505000000
(slices[4457]) currentSum=150930833 | maxSum=505000000
(slices[4456]) currentSum=150863407 | maxSum=505000000
(slices[4455]) currentSum=150795981 | maxSum=505000000
(slices[4454]) currentSum=150728597 | maxSum=505000000
(slices[4453]) currentSum=150661224 | maxSum=505000000
(slices[4452]) currentSum=150593851 | maxSum=505000000
(slices[4451]) currentSum=150526482 | maxSum=505000000
(slices[4450]) currentSum=150459176 | maxSum=505000000
(slices[4449]) currentSum=150391875 | maxSum=505000000
(slices[4448]) currentSum=150324582 | maxSum=505000000
(slices[4447]) currentSum=150257293 | maxSum=505000000
(slices[4446]) currentSum=150190012 | maxSum=505000000
(slices[4445]) currentSum=150122758 | maxSum=505000000
(slices[4444]) currentSum=150055565 | maxSum=505000000
(slices[4443]) currentSum=149988378 | maxSum=505000000
(slices[4442]) currentSum=149921195 | maxSum=505000000
(slices[4441]) currentSum=149854028 | maxSum=505000000
(slices[4440]) currentSum=149786891 | maxSum=505000000
(slices[4439]) currentSum=149719758 | maxSum=505000000
(slices[4438]) currentSum=149652643 | maxSum=505000000
(slices[4437]) currentSum=149585553 | maxSum=505000000
(slices[4436]) currentSum=149518475 | maxSum=505000000
(slices[4435]) currentSum=149451424 | maxSum=505000000
(slices[4434]) currentSum=149384378 | maxSum=505000000
(slices[4433]) currentSum=149317339 | maxSum=505000000
(slices[4432]) currentSum=149250321 | maxSum=505000000
(slices[4431]) currentSum=149183310 | maxSum=505000000
(slices[4430]) currentSum=149116336 | maxSum=505000000
(slices[4429]) currentSum=149049412 | maxSum=505000000
(slices[4428]) currentSum=148982491 | maxSum=505000000
(slices[4427]) currentSum=148915586 | maxSum=505000000
(slices[4426]) currentSum=148848691 | maxSum=505000000
(slices[4425]) currentSum=148781826 | maxSum=505000000
(slices[4424]) currentSum=148714965 | maxSum=505000000
(slices[4423]) currentSum=148648104 | maxSum=505000000
(slices[4422]) currentSum=148581243 | maxSum=505000000
(slices[4421]) currentSum=148514411 | maxSum=505000000
(slices[4420]) currentSum=148447603 | maxSum=505000000
(slices[4419]) currentSum=148380824 | maxSum=505000000
(slices[4418]) currentSum=148314097 | maxSum=505000000
(slices[4417]) currentSum=148247402 | maxSum=505000000
(slices[4416]) currentSum=148180709 | maxSum=505000000
(slices[4415]) currentSum=148114020 | maxSum=505000000
(slices[4414]) currentSum=148047397 | maxSum=505000000
(slices[4413]) currentSum=147980786 | maxSum=505000000
(slices[4412]) currentSum=147914181 | maxSum=505000000
(slices[4411]) currentSum=147847576 | maxSum=505000000
(slices[4410]) currentSum=147781024 | maxSum=505000000
(slices[4409]) currentSum=147714498 | maxSum=505000000
(slices[4408]) currentSum=147647980 | maxSum=505000000
(slices[4407]) currentSum=147581478 | maxSum=505000000
(slices[4406]) currentSum=147514989 | maxSum=505000000
(slices[4405]) currentSum=147448527 | maxSum=505000000
(slices[4404]) currentSum=147382072 | maxSum=505000000
(slices[4403]) currentSum=147315618 | maxSum=505000000
(slices[4402]) currentSum=147249179 | maxSum=505000000
(slices[4401]) currentSum=147182780 | maxSum=505000000
(slices[4400]) currentSum=147116394 | maxSum=505000000
(slices[4399]) currentSum=147050024 | maxSum=505000000
(slices[4398]) currentSum=146983659 | maxSum=505000000
(slices[4397]) currentSum=146917296 | maxSum=505000000
(slices[4396]) currentSum=146850964 | maxSum=505000000
(slices[4395]) currentSum=146784634 | maxSum=505000000
(slices[4394]) currentSum=146718360 | maxSum=505000000
(slices[4393]) currentSum=146652100 | maxSum=505000000
(slices[4392]) currentSum=146585840 | maxSum=505000000
(slices[4391]) currentSum=146519595 | maxSum=505000000
(slices[4390]) currentSum=146453358 | maxSum=505000000
(slices[4389]) currentSum=146387124 | maxSum=505000000
(slices[4388]) currentSum=146320914 | maxSum=505000000
(slices[4387]) currentSum=146254732 | maxSum=505000000
(slices[4386]) currentSum=146188564 | maxSum=505000000
(slices[4385]) currentSum=146122412 | maxSum=505000000
(slices[4384]) currentSum=146056305 | maxSum=505000000
(slices[4383]) currentSum=145990201 | maxSum=505000000
(slices[4382]) currentSum=145924102 | maxSum=505000000
(slices[4381]) currentSum=145858014 | maxSum=505000000
(slices[4380]) currentSum=145791946 | maxSum=505000000
(slices[4379]) currentSum=145725916 | maxSum=505000000
(slices[4378]) currentSum=145659924 | maxSum=505000000
(slices[4377]) currentSum=145593954 | maxSum=505000000
(slices[4376]) currentSum=145528035 | maxSum=505000000
(slices[4375]) currentSum=145462118 | maxSum=505000000
(slices[4374]) currentSum=145396201 | maxSum=505000000
(slices[4373]) currentSum=145330293 | maxSum=505000000
(slices[4372]) currentSum=145264392 | maxSum=505000000
(slices[4371]) currentSum=145198497 | maxSum=505000000
(slices[4370]) currentSum=145132602 | maxSum=505000000
(slices[4369]) currentSum=145066709 | maxSum=505000000
(slices[4368]) currentSum=145000825 | maxSum=505000000
(slices[4367]) currentSum=144934981 | maxSum=505000000
(slices[4366]) currentSum=144869142 | maxSum=505000000
(slices[4365]) currentSum=144803309 | maxSum=505000000
(slices[4364]) currentSum=144737535 | maxSum=505000000
(slices[4363]) currentSum=144671763 | maxSum=505000000
(slices[4362]) currentSum=144606001 | maxSum=505000000
(slices[4361]) currentSum=144540243 | maxSum=505000000
(slices[4360]) currentSum=144474486 | maxSum=505000000
(slices[4359]) currentSum=144408743 | maxSum=505000000
(slices[4358]) currentSum=144343006 | maxSum=505000000
(slices[4357]) currentSum=144277274 | maxSum=505000000
(slices[4356]) currentSum=144211565 | maxSum=505000000
(slices[4355]) currentSum=144145866 | maxSum=505000000
(slices[4354]) currentSum=144080168 | maxSum=505000000
(slices[4353]) currentSum=144014482 | maxSum=505000000
(slices[4352]) currentSum=143948807 | maxSum=505000000
(slices[4351]) currentSum=143883149 | maxSum=505000000
(slices[4350]) currentSum=143817492 | maxSum=505000000
(slices[4349]) currentSum=143751840 | maxSum=505000000
(slices[4348]) currentSum=143686205 | maxSum=505000000
(slices[4347]) currentSum=143620572 | maxSum=505000000
(slices[4346]) currentSum=143554956 | maxSum=505000000
(slices[4345]) currentSum=143489343 | maxSum=505000000
(slices[4344]) currentSum=143423740 | maxSum=505000000
(slices[4343]) currentSum=143358143 | maxSum=505000000
(slices[4342]) currentSum=143292617 | maxSum=505000000
(slices[4341]) currentSum=143227104 | maxSum=505000000
(slices[4340]) currentSum=143161594 | maxSum=505000000
(slices[4339]) currentSum=143096090 | maxSum=505000000
(slices[4338]) currentSum=143030614 | maxSum=505000000
(slices[4337]) currentSum=142965148 | maxSum=505000000
(slices[4336]) currentSum=142899684 | maxSum=505000000
(slices[4335]) currentSum=142834256 | maxSum=505000000
(slices[4334]) currentSum=142768844 | maxSum=505000000
(slices[4333]) currentSum=142703442 | maxSum=505000000
(slices[4332]) currentSum=142638058 | maxSum=505000000
(slices[4331]) currentSum=142572674 | maxSum=505000000
(slices[4330]) currentSum=142507311 | maxSum=505000000
(slices[4329]) currentSum=142441958 | maxSum=505000000
(slices[4328]) currentSum=142376656 | maxSum=505000000
(slices[4327]) currentSum=142311355 | maxSum=505000000
(slices[4326]) currentSum=142246054 | maxSum=505000000
(slices[4325]) currentSum=142180758 | maxSum=505000000
(slices[4324]) currentSum=142115475 | maxSum=505000000
(slices[4323]) currentSum=142050194 | maxSum=505000000
(slices[4322]) currentSum=141984914 | maxSum=505000000
(slices[4321]) currentSum=141919639 | maxSum=505000000
(slices[4320]) currentSum=141854366 | maxSum=505000000
(slices[4319]) currentSum=141789096 | maxSum=505000000
(slices[4318]) currentSum=141723834 | maxSum=505000000
(slices[4317]) currentSum=141658578 | maxSum=505000000
(slices[4316]) currentSum=141593322 | maxSum=505000000
(slices[4315]) currentSum=141528097 | maxSum=505000000
(slices[4314]) currentSum=141462906 | maxSum=505000000
(slices[4313]) currentSum=141397719 | maxSum=505000000
(slices[4312]) currentSum=141332544 | maxSum=505000000
(slices[4311]) currentSum=141267376 | maxSum=505000000
(slices[4310]) currentSum=141202220 | maxSum=505000000
(slices[4309]) currentSum=141137074 | maxSum=505000000
(slices[4308]) currentSum=141071929 | maxSum=505000000
(slices[4307]) currentSum=141006813 | maxSum=505000000
(slices[4306]) currentSum=140941702 | maxSum=505000000
(slices[4305]) currentSum=140876607 | maxSum=505000000
(slices[4304]) currentSum=140811518 | maxSum=505000000
(slices[4303]) currentSum=140746434 | maxSum=505000000
(slices[4302]) currentSum=140681353 | maxSum=505000000
(slices[4301]) currentSum=140616281 | maxSum=505000000
(slices[4300]) currentSum=140551222 | maxSum=505000000
(slices[4299]) currentSum=140486168 | maxSum=505000000
(slices[4298]) currentSum=140421115 | maxSum=505000000
(slices[4297]) currentSum=140356072 | maxSum=505000000
(slices[4296]) currentSum=140291048 | maxSum=505000000
(slices[4295]) currentSum=140226035 | maxSum=505000000
(slices[4294]) currentSum=140161040 | maxSum=505000000
(slices[4293]) currentSum=140096047 | maxSum=505000000
(slices[4292]) currentSum=140031057 | maxSum=505000000
(slices[4291]) currentSum=139966115 | maxSum=505000000
(slices[4290]) currentSum=139901207 | maxSum=505000000
(slices[4289]) currentSum=139836312 | maxSum=505000000
(slices[4288]) currentSum=139771419 | maxSum=505000000
(slices[4287]) currentSum=139706560 | maxSum=505000000
(slices[4286]) currentSum=139641708 | maxSum=505000000
(slices[4285]) currentSum=139576865 | maxSum=505000000
(slices[4284]) currentSum=139512041 | maxSum=505000000
(slices[4283]) currentSum=139447235 | maxSum=505000000
(slices[4282]) currentSum=139382456 | maxSum=505000000
(slices[4281]) currentSum=139317685 | maxSum=505000000
(slices[4280]) currentSum=139252933 | maxSum=505000000
(slices[4279]) currentSum=139188189 | maxSum=505000000
(slices[4278]) currentSum=139123455 | maxSum=505000000
(slices[4277]) currentSum=139058726 | maxSum=505000000
(slices[4276]) currentSum=138994047 | maxSum=505000000
(slices[4275]) currentSum=138929378 | maxSum=505000000
(slices[4274]) currentSum=138864746 | maxSum=505000000
(slices[4273]) currentSum=138800129 | maxSum=505000000
(slices[4272]) currentSum=138735514 | maxSum=505000000
(slices[4271]) currentSum=138670934 | maxSum=505000000
(slices[4270]) currentSum=138606378 | maxSum=505000000
(slices[4269]) currentSum=138541834 | maxSum=505000000
(slices[4268]) currentSum=138477325 | maxSum=505000000
(slices[4267]) currentSum=138412824 | maxSum=505000000
(slices[4266]) currentSum=138348332 | maxSum=505000000
(slices[4265]) currentSum=138283846 | maxSum=505000000
(slices[4264]) currentSum=138219378 | maxSum=505000000
(slices[4263]) currentSum=138154919 | maxSum=505000000
(slices[4262]) currentSum=138090493 | maxSum=505000000
(slices[4261]) currentSum=138026087 | maxSum=505000000
(slices[4260]) currentSum=137961690 | maxSum=505000000
(slices[4259]) currentSum=137897296 | maxSum=505000000
(slices[4258]) currentSum=137832911 | maxSum=505000000
(slices[4257]) currentSum=137768531 | maxSum=505000000
(slices[4256]) currentSum=137704155 | maxSum=505000000
(slices[4255]) currentSum=137639795 | maxSum=505000000
(slices[4254]) currentSum=137575439 | maxSum=505000000
(slices[4253]) currentSum=137511088 | maxSum=505000000
(slices[4252]) currentSum=137446780 | maxSum=505000000
(slices[4251]) currentSum=137382472 | maxSum=505000000
(slices[4250]) currentSum=137318183 | maxSum=505000000
(slices[4249]) currentSum=137253945 | maxSum=505000000
(slices[4248]) currentSum=137189721 | maxSum=505000000
(slices[4247]) currentSum=137125498 | maxSum=505000000
(slices[4246]) currentSum=137061283 | maxSum=505000000
(slices[4245]) currentSum=136997123 | maxSum=505000000
(slices[4244]) currentSum=136932982 | maxSum=505000000
(slices[4243]) currentSum=136868854 | maxSum=505000000
(slices[4242]) currentSum=136804736 | maxSum=505000000
(slices[4241]) currentSum=136740622 | maxSum=505000000
(slices[4240]) currentSum=136676529 | maxSum=505000000
(slices[4239]) currentSum=136612446 | maxSum=505000000
(slices[4238]) currentSum=136548369 | maxSum=505000000
(slices[4237]) currentSum=136484299 | maxSum=505000000
(slices[4236]) currentSum=136420248 | maxSum=505000000
(slices[4235]) currentSum=136356203 | maxSum=505000000
(slices[4234]) currentSum=136292208 | maxSum=505000000
(slices[4233]) currentSum=136228224 | maxSum=505000000
(slices[4232]) currentSum=136164243 | maxSum=505000000
(slices[4231]) currentSum=136100270 | maxSum=505000000
(slices[4230]) currentSum=136036314 | maxSum=505000000
(slices[4229]) currentSum=135972373 | maxSum=505000000
(slices[4228]) currentSum=135908448 | maxSum=505000000
(slices[4227]) currentSum=135844534 | maxSum=505000000
(slices[4226]) currentSum=135780633 | maxSum=505000000
(slices[4225]) currentSum=135716769 | maxSum=505000000
(slices[4224]) currentSum=135652907 | maxSum=505000000
(slices[4223]) currentSum=135589073 | maxSum=505000000
(slices[4222]) currentSum=135525255 | maxSum=505000000
(slices[4221]) currentSum=135461451 | maxSum=505000000
(slices[4220]) currentSum=135397656 | maxSum=505000000
(slices[4219]) currentSum=135333864 | maxSum=505000000
(slices[4218]) currentSum=135270105 | maxSum=505000000
(slices[4217]) currentSum=135206354 | maxSum=505000000
(slices[4216]) currentSum=135142622 | maxSum=505000000
(slices[4215]) currentSum=135078900 | maxSum=505000000
(slices[4214]) currentSum=135015184 | maxSum=505000000
(slices[4213]) currentSum=134951479 | maxSum=505000000
(slices[4212]) currentSum=134887788 | maxSum=505000000
(slices[4211]) currentSum=134824134 | maxSum=505000000
(slices[4210]) currentSum=134760489 | maxSum=505000000
(slices[4209]) currentSum=134696866 | maxSum=505000000
(slices[4208]) currentSum=134633243 | maxSum=505000000
(slices[4207]) currentSum=134569650 | maxSum=505000000
(slices[4206]) currentSum=134506064 | maxSum=505000000
(slices[4205]) currentSum=134442482 | maxSum=505000000
(slices[4204]) currentSum=134378911 | maxSum=505000000
(slices[4203]) currentSum=134315440 | maxSum=505000000
(slices[4202]) currentSum=134251974 | maxSum=505000000
(slices[4201]) currentSum=134188557 | maxSum=505000000
(slices[4200]) currentSum=134125147 | maxSum=505000000
(slices[4199]) currentSum=134061748 | maxSum=505000000
(slices[4198]) currentSum=133998379 | maxSum=505000000
(slices[4197]) currentSum=133935010 | maxSum=505000000
(slices[4196]) currentSum=133871659 | maxSum=505000000
(slices[4195]) currentSum=133808310 | maxSum=505000000
(slices[4194]) currentSum=133744966 | maxSum=505000000
(slices[4193]) currentSum=133681627 | maxSum=505000000
(slices[4192]) currentSum=133618294 | maxSum=505000000
(slices[4191]) currentSum=133554988 | maxSum=505000000
(slices[4190]) currentSum=133491684 | maxSum=505000000
(slices[4189]) currentSum=133428394 | maxSum=505000000
(slices[4188]) currentSum=133365131 | maxSum=505000000
(slices[4187]) currentSum=133301882 | maxSum=505000000
(slices[4186]) currentSum=133238643 | maxSum=505000000
(slices[4185]) currentSum=133175430 | maxSum=505000000
(slices[4184]) currentSum=133112220 | maxSum=505000000
(slices[4183]) currentSum=133049014 | maxSum=505000000
(slices[4182]) currentSum=132985814 | maxSum=505000000
(slices[4181]) currentSum=132922620 | maxSum=505000000
(slices[4180]) currentSum=132859466 | maxSum=505000000
(slices[4179]) currentSum=132796330 | maxSum=505000000
(slices[4178]) currentSum=132733205 | maxSum=505000000
(slices[4177]) currentSum=132670125 | maxSum=505000000
(slices[4176]) currentSum=132607090 | maxSum=505000000
(slices[4175]) currentSum=132544060 | maxSum=505000000
(slices[4174]) currentSum=132481044 | maxSum=505000000
(slices[4173]) currentSum=132418035 | maxSum=505000000
(slices[4172]) currentSum=132355035 | maxSum=505000000
(slices[4171]) currentSum=132292064 | maxSum=505000000
(slices[4170]) currentSum=132229122 | maxSum=505000000
(slices[4169]) currentSum=132166182 | maxSum=505000000
(slices[4168]) currentSum=132103251 | maxSum=505000000
(slices[4167]) currentSum=132040324 | maxSum=505000000
(slices[4166]) currentSum=131977404 | maxSum=505000000
(slices[4165]) currentSum=131914485 | maxSum=505000000
(slices[4164]) currentSum=131851568 | maxSum=505000000
(slices[4163]) currentSum=131788671 | maxSum=505000000
(slices[4162]) currentSum=131725802 | maxSum=505000000
(slices[4161]) currentSum=131662944 | maxSum=505000000
(slices[4160]) currentSum=131600122 | maxSum=505000000
(slices[4159]) currentSum=131537320 | maxSum=505000000
(slices[4158]) currentSum=131474523 | maxSum=505000000
(slices[4157]) currentSum=131411752 | maxSum=505000000
(slices[4156]) currentSum=131348994 | maxSum=505000000
(slices[4155]) currentSum=131286237 | maxSum=505000000
(slices[4154]) currentSum=131223495 | maxSum=505000000
(slices[4153]) currentSum=131160754 | maxSum=505000000
(slices[4152]) currentSum=131098020 | maxSum=505000000
(slices[4151]) currentSum=131035288 | maxSum=505000000
(slices[4150]) currentSum=130972570 | maxSum=505000000
(slices[4149]) currentSum=130909853 | maxSum=505000000
(slices[4148]) currentSum=130847147 | maxSum=505000000
(slices[4147]) currentSum=130784462 | maxSum=505000000
(slices[4146]) currentSum=130721805 | maxSum=505000000
(slices[4145]) currentSum=130659157 | maxSum=505000000
